Calendar Day,Group,Division,Business Unit,Gross Order $
04/07/2019,Power Systems,Enclosures,Enclosures,4205127.49
04/07/2019,Power Systems,HPS China,HPS China,463307.47
04/07/2019,Power Systems,Switching Fusing,Switching & Fusing,3306741.8
04/07/2019,Power Systems,Tools and Equipment,Tools and Equipment,1561365.12
04/07/2019,Power Systems,Total Bushings,Bushings,774949.86
04/07/2019,Power Systems,Utility Automation,Utility Automation,1406537.51
04/14/2019,Commercial & Industrial,ACME,ACME,720509.4
04/14/2019,Commercial & Industrial,Gleason Reel,Gleason Reel,709892.66
04/14/2019,Commercial & Industrial,Hipotronics,Hipotronics,316697.25
04/14/2019,Commercial & Industrial,Industrial Controls,Industrial Controls,1401392.58
04/14/2019,Commercial & Industrial,Raco/TayMac,Raco/TayMac,4917078.31
04/14/2019,Commercial & Industrial,WBP,Bryant Electric,477722.37
04/14/2019,Commercial & Industrial,WBP,Premise Wiring,1742650.41
04/14/2019,Commercial & Industrial,WBP,WDK,9225095.15
04/14/2019,Commercial & Industrial,Wiegmann,Wiegmann,1008501.66
04/14/2019,Construction & Energy,Burndy - US,Burndy - US,6100893
04/14/2019,Construction & Energy,CMC,CMC,1152099.44
04/14/2019,Construction & Energy,Continental Industries,Continental Industries,2250916.09
04/14/2019,Construction & Energy,GAI-Tronics - UK,Gai-Tronics - UK,263548.45
04/14/2019,Construction & Energy,GAI-Tronics - US,GAI-Tronics - US,589597.49
04/14/2019,Construction & Energy,Gai-Tronics - Italy,Gai-Tronics - Italy,0
04/14/2019,Construction & Energy,Hawke - UK,Hawke - UK,370177.98
04/14/2019,Construction & Energy,Hubbell Canada,Hubbell Canada,2648927.34
04/14/2019,Construction & Energy,Hubbell Products Mexico,Hubbell Products Mexico,410633.14
04/14/2019,Construction & Energy,Hubbell Scotland,Hubbell Scotland,421531
04/14/2019,Construction & Energy,Killark,Killark,1756331.79
04/14/2019,Hubbell Lighting,C & I,AAL,510364.15
04/14/2019,Hubbell Lighting,C & I,Alera,41281.36
04/14/2019,Hubbell Lighting,C & I,Beacon,1184351.22
04/14/2019,Hubbell Lighting,C & I,Columbia,5241520.28
04/14/2019,Hubbell Lighting,C & I,Hubbell Control Solutions,759935.5
04/14/2019,Hubbell Lighting,C & I,Hubbell Lighting Components,657324.17
04/14/2019,Hubbell Lighting,C & I,Industrial Lighting,398477.97
04/14/2019,Hubbell Lighting,C & I,Kim,937962.51
04/14/2019,Hubbell Lighting,C & I,Kurt Versen,76887.15
04/14/2019,Hubbell Lighting,C & I,Life Safety,1667343.75
04/14/2019,Hubbell Lighting,C & I,Litecontrol,868857.9
04/14/2019,Hubbell Lighting,C & I,Outdoor,1481668.28
04/14/2019,Hubbell Lighting,C & I,Prescolite,809604.65
04/14/2019,Hubbell Lighting,C & I,Security Lighting,180531.71
04/14/2019,Hubbell Lighting,Residential,Progress Lighting,7180431.42
04/14/2019,Integrated Solutions,Integrated Solutions,iDevices,159953.07
04/14/2019,Power Systems,Aiken - Arresters,Aiken - Arresters,1933470.34
04/14/2019,Power Systems,Aiken - Cable Acc,Aiken - Cable Acc,733055.57
04/14/2019,Power Systems,Aiken - Insulator,Aiken - Insulator,3439396.86
04/14/2019,Power Systems,Civil & Construction,Civil & Construction,5355133.63
04/14/2019,Power Systems,Connectors,Connectors,4307789.3
04/14/2019,Power Systems,Enclosures,Enclosures,3294932.81
04/14/2019,Power Systems,HPS China,HPS China,2057895.75
04/14/2019,Power Systems,Switching Fusing,Switching & Fusing,4482067.5
04/14/2019,Power Systems,Tools and Equipment,Tools and Equipment,1385037.13
04/14/2019,Power Systems,Total Bushings,Bushings,692922.2
04/14/2019,Power Systems,Utility Automation,Utility Automation,1694170.94
04/21/2019,Commercial & Industrial,ACME,ACME,829330.53
04/21/2019,Commercial & Industrial,Gleason Reel,Gleason Reel,525223.63
04/21/2019,Commercial & Industrial,Hipotronics,Hipotronics,366618.42
04/21/2019,Commercial & Industrial,Industrial Controls,Industrial Controls,718321.46
04/21/2019,Commercial & Industrial,Raco/TayMac,Raco/TayMac,4257006.98
04/21/2019,Commercial & Industrial,WBP,Bryant Electric,455903.9
04/21/2019,Commercial & Industrial,WBP,Premise Wiring,1638691.68
04/21/2019,Commercial & Industrial,WBP,WDK,8033762.83
04/21/2019,Commercial & Industrial,Wiegmann,Wiegmann,882403.94
04/21/2019,Construction & Energy,Burndy - US,Burndy - US,6060960.99
04/21/2019,Construction & Energy,CMC,CMC,944302.39
04/21/2019,Construction & Energy,Continental Industries,Continental Industries,1262028.8
04/21/2019,Construction & Energy,GAI-Tronics - UK,Gai-Tronics - UK,249697.69
04/21/2019,Construction & Energy,GAI-Tronics - US,GAI-Tronics - US,838938.86
04/21/2019,Construction & Energy,Gai-Tronics - Italy,Gai-Tronics - Italy,40000
04/21/2019,Construction & Energy,Hawke - UK,Hawke - UK,179776.11
04/21/2019,Construction & Energy,Hubbell Canada,Hubbell Canada,1951523.51
04/21/2019,Construction & Energy,Hubbell Products Mexico,Hubbell Products Mexico,261732.34
04/21/2019,Construction & Energy,Hubbell Scotland,Hubbell Scotland,718703.54
04/21/2019,Construction & Energy,Killark,Killark,1503851.61
04/21/2019,Hubbell Lighting,C & I,AAL,459200.32
04/21/2019,Hubbell Lighting,C & I,Alera,29804.1
04/21/2019,Hubbell Lighting,C & I,Beacon,1326721.74
04/21/2019,Hubbell Lighting,C & I,Columbia,4356931.79
04/21/2019,Hubbell Lighting,C & I,Hubbell Control Solutions,859771.02
04/21/2019,Hubbell Lighting,C & I,Hubbell Lighting Components,521938.09
04/21/2019,Hubbell Lighting,C & I,Industrial Lighting,503620.31
04/21/2019,Hubbell Lighting,C & I,Kim,687020.57
04/21/2019,Hubbell Lighting,C & I,Kurt Versen,25826.48
04/21/2019,Hubbell Lighting,C & I,Life Safety,1401729.47
04/21/2019,Hubbell Lighting,C & I,Litecontrol,815744.8
04/21/2019,Hubbell Lighting,C & I,Outdoor,1259169.22
04/21/2019,Hubbell Lighting,C & I,Prescolite,895604.95
04/21/2019,Hubbell Lighting,C & I,Security Lighting,356066.8
04/21/2019,Hubbell Lighting,Residential,Progress Lighting,5575131.87
04/21/2019,Integrated Solutions,Integrated Solutions,iDevices,180593.63
04/21/2019,Power Systems,Aiken - Arresters,Aiken - Arresters,1582065.07
04/21/2019,Power Systems,Aiken - Cable Acc,Aiken - Cable Acc,537896.34
04/21/2019,Power Systems,Aiken - Insulator,Aiken - Insulator,1182579.22
04/21/2019,Power Systems,Civil & Construction,Civil & Construction,5695543.18
04/21/2019,Power Systems,Connectors,Connectors,3965434.23
04/21/2019,Power Systems,Enclosures,Enclosures,4078525.39
04/21/2019,Power Systems,HPS China,HPS China,309748.11
04/21/2019,Power Systems,Switching Fusing,Switching & Fusing,2213481.37
04/21/2019,Power Systems,Tools and Equipment,Tools and Equipment,1739492.29
04/21/2019,Power Systems,Total Bushings,Bushings,747166.33
04/21/2019,Power Systems,Utility Automation,Utility Automation,1286642.52
04/28/2019,Commercial & Industrial,ACME,ACME,817761.64
04/28/2019,Commercial & Industrial,Gleason Reel,Gleason Reel,836718.89
04/28/2019,Commercial & Industrial,Hipotronics,Hipotronics,220031.51
04/28/2019,Commercial & Industrial,Industrial Controls,Industrial Controls,1451239.28
04/28/2019,Commercial & Industrial,Raco/TayMac,Raco/TayMac,5173030.36
04/28/2019,Commercial & Industrial,WBP,Bryant Electric,331342.9
04/28/2019,Commercial & Industrial,WBP,Premise Wiring,1599974.16
04/28/2019,Commercial & Industrial,WBP,WDK,8667091.08
04/28/2019,Commercial & Industrial,Wiegmann,Wiegmann,941746.23
04/28/2019,Construction & Energy,Burndy - US,Burndy - US,6088589.48
04/28/2019,Construction & Energy,CMC,CMC,1842378.91
04/28/2019,Construction & Energy,Continental Industries,Continental Industries,2030328.98
04/28/2019,Construction & Energy,GAI-Tronics - UK,Gai-Tronics - UK,356977.4
04/28/2019,Construction & Energy,GAI-Tronics - US,GAI-Tronics - US,1014288.66
04/28/2019,Construction & Energy,Gai-Tronics - Italy,Gai-Tronics - Italy,0
04/28/2019,Construction & Energy,Hawke - UK,Hawke - UK,176332.71
04/28/2019,Construction & Energy,Hubbell Canada,Hubbell Canada,2770143.91
04/28/2019,Construction & Energy,Hubbell Products Mexico,Hubbell Products Mexico,905180.71
04/28/2019,Construction & Energy,Hubbell Scotland,Hubbell Scotland,712274.61
04/28/2019,Construction & Energy,Killark,Killark,1718577.5
04/28/2019,Hubbell Lighting,C & I,AAL,855774.32
04/28/2019,Hubbell Lighting,C & I,Alera,131098.81
04/28/2019,Hubbell Lighting,C & I,Beacon,876498.18
04/28/2019,Hubbell Lighting,C & I,Columbia,4022393.17
04/28/2019,Hubbell Lighting,C & I,Hubbell Control Solutions,890978.42
04/28/2019,Hubbell Lighting,C & I,Hubbell Lighting Components,522507.94
04/28/2019,Hubbell Lighting,C & I,Industrial Lighting,216014.24
04/28/2019,Hubbell Lighting,C & I,Kim,923255.68
04/28/2019,Hubbell Lighting,C & I,Kurt Versen,96282.4
04/28/2019,Hubbell Lighting,C & I,Life Safety,1622570.62
04/28/2019,Hubbell Lighting,C & I,Litecontrol,970703.58
04/28/2019,Hubbell Lighting,C & I,Outdoor,997715.78
04/28/2019,Hubbell Lighting,C & I,Prescolite,1014941.92
04/28/2019,Hubbell Lighting,C & I,Security Lighting,148835.3
04/28/2019,Hubbell Lighting,Residential,Progress Lighting,7594878.48
04/28/2019,Integrated Solutions,Integrated Solutions,iDevices,177619.2
04/28/2019,Power Systems,Aiken - Arresters,Aiken - Arresters,1457205.72
04/28/2019,Power Systems,Aiken - Cable Acc,Aiken - Cable Acc,435509.83
04/28/2019,Power Systems,Aiken - Insulator,Aiken - Insulator,774617.72
04/28/2019,Power Systems,Civil & Construction,Civil & Construction,4632546.96
04/28/2019,Power Systems,Connectors,Connectors,3797391.07
04/28/2019,Power Systems,Enclosures,Enclosures,4834653.69
04/28/2019,Power Systems,HPS China,HPS China,420777.47
04/28/2019,Power Systems,Switching Fusing,Switching & Fusing,3423021.22
04/28/2019,Power Systems,Tools and Equipment,Tools and Equipment,1361130.9
04/28/2019,Power Systems,Total Bushings,Bushings,2323796.67
04/28/2019,Power Systems,Utility Automation,Utility Automation,1749052.85
05/05/2019,Commercial & Industrial,ACME,ACME,1468459.07
05/05/2019,Commercial & Industrial,Gleason Reel,Gleason Reel,765330.69
05/05/2019,Commercial & Industrial,Hipotronics,Hipotronics,211232.66
05/05/2019,Commercial & Industrial,Industrial Controls,Industrial Controls,1455448.78
05/05/2019,Commercial & Industrial,Raco/TayMac,Raco/TayMac,4853007.57
05/05/2019,Commercial & Industrial,WBP,Bryant Electric,173804.23
05/05/2019,Commercial & Industrial,WBP,Premise Wiring,1392701.25
05/05/2019,Commercial & Industrial,WBP,WDK,8831680.83
05/05/2019,Commercial & Industrial,Wiegmann,Wiegmann,1014196.94
05/05/2019,Construction & Energy,Burndy - US,Burndy - US,5838842.55
05/05/2019,Construction & Energy,CMC,CMC,1570925.38
05/05/2019,Construction & Energy,Continental Industries,Continental Industries,1869358.32
05/05/2019,Construction & Energy,GAI-Tronics - UK,Gai-Tronics - UK,299640.44
05/05/2019,Construction & Energy,GAI-Tronics - US,GAI-Tronics - US,720432.38
05/05/2019,Construction & Energy,Gai-Tronics - Italy,Gai-Tronics - Italy,-40000
05/05/2019,Construction & Energy,Hawke - UK,Hawke - UK,332889.56
05/05/2019,Construction & Energy,Hubbell Canada,Hubbell Canada,2841180.8
05/05/2019,Construction & Energy,Hubbell Products Mexico,Hubbell Products Mexico,615177.73
05/05/2019,Construction & Energy,Hubbell Scotland,Hubbell Scotland,1577141.51
05/05/2019,Construction & Energy,Killark,Killark,2235856.88
05/05/2019,Hubbell Lighting,C & I,AAL,501106.31
05/05/2019,Hubbell Lighting,C & I,Alera,99650.62
05/05/2019,Hubbell Lighting,C & I,Beacon,1006293.02
05/05/2019,Hubbell Lighting,C & I,Columbia,4313873.94
05/05/2019,Hubbell Lighting,C & I,Hubbell Control Solutions,1214130.2
05/05/2019,Hubbell Lighting,C & I,Hubbell Lighting Components,372926.07
05/05/2019,Hubbell Lighting,C & I,Industrial Lighting,329889.46
05/05/2019,Hubbell Lighting,C & I,Kim,661326.19
05/05/2019,Hubbell Lighting,C & I,Kurt Versen,-45516.03
05/05/2019,Hubbell Lighting,C & I,Life Safety,1684281.63
05/05/2019,Hubbell Lighting,C & I,Litecontrol,544410.06
05/05/2019,Hubbell Lighting,C & I,Outdoor,1463511.32
05/05/2019,Hubbell Lighting,C & I,Prescolite,970478.99
05/05/2019,Hubbell Lighting,C & I,Security Lighting,222877.3
05/05/2019,Hubbell Lighting,Residential,Progress Lighting,5383032.06
05/05/2019,Integrated Solutions,Integrated Solutions,iDevices,155799.62
05/05/2019,Power Systems,Aiken - Arresters,Aiken - Arresters,1857106.73
05/05/2019,Power Systems,Aiken - Cable Acc,Aiken - Cable Acc,607720.02
05/05/2019,Power Systems,Aiken - Insulator,Aiken - Insulator,796217.3
05/05/2019,Power Systems,Civil & Construction,Civil & Construction,4797239.63
05/05/2019,Power Systems,Connectors,Connectors,3636081.23
05/05/2019,Power Systems,Enclosures,Enclosures,4265826.57
05/05/2019,Power Systems,HPS China,HPS China,122390.24
05/05/2019,Power Systems,Switching Fusing,Switching & Fusing,5549732.83
05/05/2019,Power Systems,Tools and Equipment,Tools and Equipment,1723794.63
05/05/2019,Power Systems,Total Bushings,Bushings,915933.76
05/05/2019,Power Systems,Utility Automation,Utility Automation,1000250.71
05/12/2019,Commercial & Industrial,ACME,ACME,767929.12
05/12/2019,Commercial & Industrial,Gleason Reel,Gleason Reel,623418.57
05/12/2019,Commercial & Industrial,Hipotronics,Hipotronics,189314.94
05/12/2019,Commercial & Industrial,Industrial Controls,Industrial Controls,977998.08
05/12/2019,Commercial & Industrial,Raco/TayMac,Raco/TayMac,5441262.97
05/12/2019,Commercial & Industrial,WBP,Bryant Electric,480275.37
05/12/2019,Commercial & Industrial,WBP,Premise Wiring,1465053.4
05/12/2019,Commercial & Industrial,WBP,WDK,9081907.45
05/12/2019,Commercial & Industrial,Wiegmann,Wiegmann,865830.21
05/12/2019,Construction & Energy,Burndy - US,Burndy - US,6389784.1
05/12/2019,Construction & Energy,CMC,CMC,1612286.24
05/12/2019,Construction & Energy,Continental Industries,Continental Industries,1754321.84
05/12/2019,Construction & Energy,GAI-Tronics - UK,Gai-Tronics - UK,231620.58
05/12/2019,Construction & Energy,GAI-Tronics - US,GAI-Tronics - US,874258.14
05/12/2019,Construction & Energy,Hawke - UK,Hawke - UK,302018.91
05/12/2019,Construction & Energy,Hubbell Canada,Hubbell Canada,2710284.82
05/12/2019,Construction & Energy,Hubbell Products Mexico,Hubbell Products Mexico,487455.96
05/12/2019,Construction & Energy,Hubbell Scotland,Hubbell Scotland,1358993.39
05/12/2019,Construction & Energy,Killark,Killark,1830465.97
05/12/2019,Hubbell Lighting,C & I,AAL,327473.56
05/12/2019,Hubbell Lighting,C & I,Alera,80585.5
05/12/2019,Hubbell Lighting,C & I,Beacon,1301591.26
05/12/2019,Hubbell Lighting,C & I,Columbia,3922278.28
05/12/2019,Hubbell Lighting,C & I,Hubbell Control Solutions,951777.68
05/12/2019,Hubbell Lighting,C & I,Hubbell Lighting Components,1172875.74
05/12/2019,Hubbell Lighting,C & I,Industrial Lighting,391058.33
05/12/2019,Hubbell Lighting,C & I,Kim,776323.29
05/12/2019,Hubbell Lighting,C & I,Kurt Versen,-14982.17
05/12/2019,Hubbell Lighting,C & I,Life Safety,1730162.47
05/12/2019,Hubbell Lighting,C & I,Litecontrol,714271.06
05/12/2019,Hubbell Lighting,C & I,Outdoor,1203031.94
05/12/2019,Hubbell Lighting,C & I,Prescolite,941165.29
05/12/2019,Hubbell Lighting,C & I,Security Lighting,256519.99
05/12/2019,Hubbell Lighting,Residential,Progress Lighting,5668936.08
05/12/2019,Integrated Solutions,Integrated Solutions,iDevices,185545.1
05/12/2019,Power Systems,Aiken - Arresters,Aiken - Arresters,1654634.73
05/12/2019,Power Systems,Aiken - Cable Acc,Aiken - Cable Acc,594603.01
05/12/2019,Power Systems,Aiken - Insulator,Aiken - Insulator,1088881.59
05/12/2019,Power Systems,Civil & Construction,Civil & Construction,6898760.86
05/12/2019,Power Systems,Connectors,Connectors,6864048.36
05/12/2019,Power Systems,Enclosures,Enclosures,4606376.12
05/12/2019,Power Systems,HPS China,HPS China,235229.09
05/12/2019,Power Systems,Switching Fusing,Switching & Fusing,3723941.77
05/12/2019,Power Systems,Tools and Equipment,Tools and Equipment,1429445.21
05/12/2019,Power Systems,Total Bushings,Bushings,1041937.25
05/12/2019,Power Systems,Utility Automation,Utility Automation,1379184.2
05/19/2019,Commercial & Industrial,ACME,ACME,798111.84
05/19/2019,Commercial & Industrial,Gleason Reel,Gleason Reel,883384.95
05/19/2019,Commercial & Industrial,Hipotronics,Hipotronics,426727.83
05/19/2019,Commercial & Industrial,Industrial Controls,Industrial Controls,1353611.68
05/19/2019,Commercial & Industrial,Raco/TayMac,Raco/TayMac,5255339.91
05/19/2019,Commercial & Industrial,WBP,Bryant Electric,253979.55
05/19/2019,Commercial & Industrial,WBP,Premise Wiring,1216923.14
05/19/2019,Commercial & Industrial,WBP,WDK,8877774.23
05/19/2019,Commercial & Industrial,Wiegmann,Wiegmann,895735.99
05/19/2019,Construction & Energy,Burndy - US,Burndy - US,6098220.27
05/19/2019,Construction & Energy,CMC,CMC,1648469.29
05/19/2019,Construction & Energy,Continental Industries,Continental Industries,1816357
05/19/2019,Construction & Energy,GAI-Tronics - UK,Gai-Tronics - UK,268625.93
05/19/2019,Construction & Energy,GAI-Tronics - US,GAI-Tronics - US,751766.9
05/19/2019,Construction & Energy,Hawke - UK,Hawke - UK,377084.99
05/19/2019,Construction & Energy,Hubbell Canada,Hubbell Canada,2730033.12
05/19/2019,Construction & Energy,Hubbell Products Mexico,Hubbell Products Mexico,572040.42
05/19/2019,Construction & Energy,Hubbell Scotland,Hubbell Scotland,718976.54
05/19/2019,Construction & Energy,Killark,Killark,2287083.39
05/19/2019,Hubbell Lighting,C & I,AAL,938571.36
05/19/2019,Hubbell Lighting,C & I,Alera,145221.06
05/19/2019,Hubbell Lighting,C & I,Beacon,3912092.87
05/19/2019,Hubbell Lighting,C & I,Columbia,10992294.76
05/19/2019,Hubbell Lighting,C & I,Hubbell Control Solutions,1674396
05/19/2019,Hubbell Lighting,C & I,Hubbell Lighting Components,579875.32
05/19/2019,Hubbell Lighting,C & I,Industrial Lighting,625791.73
05/19/2019,Hubbell Lighting,C & I,Kim,1958953.39
05/19/2019,Hubbell Lighting,C & I,Kurt Versen,56331.96
05/19/2019,Hubbell Lighting,C & I,Life Safety,3823949.04
05/19/2019,Hubbell Lighting,C & I,Litecontrol,2148462.11
05/19/2019,Hubbell Lighting,C & I,Outdoor,2785527.57
05/19/2019,Hubbell Lighting,C & I,Prescolite,2785534.93
05/19/2019,Hubbell Lighting,C & I,Security Lighting,230142.45
05/19/2019,Hubbell Lighting,Residential,Progress Lighting,6254030.99
05/19/2019,Integrated Solutions,Integrated Solutions,iDevices,183621.13
05/19/2019,Power Systems,Aiken - Arresters,Aiken - Arresters,2377961.75
05/19/2019,Power Systems,Aiken - Cable Acc,Aiken - Cable Acc,597612.42
05/19/2019,Power Systems,Aiken - Insulator,Aiken - Insulator,776299.95
05/19/2019,Power Systems,Civil & Construction,Civil & Construction,5173470.07
05/19/2019,Power Systems,Connectors,Connectors,4158637.42
