Work Day,Group,Division,Actual $
10/14/2019,Construction & Energy,Hubbell Products Mexico,73797
10/14/2019,Construction & Energy,Hubbell Scotland,7226
10/14/2019,Construction & Energy,Killark,604937
10/14/2019,Construction & Energy,Lyall,102800
10/14/2019,Hubbell Lighting,C & I,2373903
10/14/2019,Hubbell Lighting,Residential,1624389
10/14/2019,Integrated Solutions,Integrated Solutions,1304
10/14/2019,Power Systems,Aiken - Arresters,253170
10/14/2019,Power Systems,Aiken - Cable Acc,107398
10/14/2019,Power Systems,Aiken - Insulator,328284
10/14/2019,Power Systems,Civil & Construction,880039
10/14/2019,Power Systems,Connectors,689705
10/14/2019,Power Systems,EMC,50603
10/14/2019,Power Systems,Enclosures,700940
10/14/2019,Power Systems,HPS Brazil,437886
10/14/2019,Power Systems,HPS China,7926
10/14/2019,Power Systems,Switching Fusing,370379
10/14/2019,Power Systems,Tools and Equipment,158813
10/14/2019,Power Systems,Total Bushings,231510
10/14/2019,Power Systems,Utility Automation,117029
10/14/2019,Power Systems - Aclara,AMI,6432960
10/14/2019,Power Systems - Aclara,Meters,35393
10/15/2019,Commercial & Industrial,ACME,220676
10/15/2019,Commercial & Industrial,Gleason Reel,133839
10/15/2019,Commercial & Industrial,Hipotronics,43027
10/15/2019,Commercial & Industrial,Industrial Controls,110649
10/15/2019,Commercial & Industrial,Raco/TayMac,1401594
10/15/2019,Commercial & Industrial,WBP,1834476
10/15/2019,Commercial & Industrial,Wiegmann,135479
10/15/2019,Construction & Energy,Austdac,61150
10/15/2019,Construction & Energy,Burndy - US,937427
10/15/2019,Construction & Energy,CMC,451591
10/15/2019,Construction & Energy,Continental Industries,339590
10/15/2019,Construction & Energy,GAI-Tronics - UK,93099
10/15/2019,Construction & Energy,GAI-Tronics - US,96702
10/15/2019,Construction & Energy,Hawke - UK,32216
10/15/2019,Construction & Energy,Hubbell Canada,511645
10/15/2019,Construction & Energy,Hubbell Products Mexico,178572
10/15/2019,Construction & Energy,Hubbell Scotland,92094
10/15/2019,Construction & Energy,Killark,384302
10/15/2019,Construction & Energy,Lyall,65600
10/15/2019,Hubbell Lighting,C & I,2512266
10/15/2019,Hubbell Lighting,Residential,1108003
10/15/2019,Integrated Solutions,Integrated Solutions,7245
10/15/2019,Power Systems,Aiken - Arresters,339985
10/15/2019,Power Systems,Aiken - Cable Acc,69292
10/15/2019,Power Systems,Aiken - Insulator,260286
10/15/2019,Power Systems,Civil & Construction,991702
10/15/2019,Power Systems,Connectors,721190
10/15/2019,Power Systems,EMC,73042
10/15/2019,Power Systems,Enclosures,521831
10/15/2019,Power Systems,HPS Brazil,166074
10/15/2019,Power Systems,HPS China,16233
10/15/2019,Power Systems,Switching Fusing,494264
10/15/2019,Power Systems,Tools and Equipment,193667
10/15/2019,Power Systems,Total Bushings,582359
10/15/2019,Power Systems,Utility Automation,159607
10/15/2019,Power Systems - Aclara,AMI,208496
10/15/2019,Power Systems - Aclara,Meters,547202
10/16/2019,Commercial & Industrial,ACME,150508
10/16/2019,Commercial & Industrial,Gleason Reel,103742
10/16/2019,Commercial & Industrial,Hipotronics,47498
10/16/2019,Commercial & Industrial,Industrial Controls,300903
10/16/2019,Commercial & Industrial,Raco/TayMac,719176
10/16/2019,Commercial & Industrial,WBP,1657516
10/16/2019,Commercial & Industrial,Wiegmann,74943
10/16/2019,Construction & Energy,Austdac,45748
10/16/2019,Construction & Energy,Burndy - US,744610
10/16/2019,Construction & Energy,CMC,357045
10/16/2019,Construction & Energy,Continental Industries,221563
10/16/2019,Construction & Energy,GAI-Tronics - UK,28971
10/16/2019,Construction & Energy,GAI-Tronics - US,290845
10/16/2019,Construction & Energy,Hawke - UK,477981
10/16/2019,Construction & Energy,Hubbell Canada,482748
10/16/2019,Construction & Energy,Hubbell Products Mexico,99066
10/16/2019,Construction & Energy,Hubbell Scotland,92433
10/16/2019,Construction & Energy,Killark,359001
10/16/2019,Construction & Energy,Lyall,223700
10/16/2019,Hubbell Lighting,C & I,2285128
10/16/2019,Hubbell Lighting,Residential,819712
10/16/2019,Integrated Solutions,Integrated Solutions,709
10/16/2019,Power Systems,Aiken - Arresters,261201
10/16/2019,Power Systems,Aiken - Cable Acc,161840
10/16/2019,Power Systems,Aiken - Insulator,358761
10/16/2019,Power Systems,Civil & Construction,855136
10/16/2019,Power Systems,Connectors,706146
10/16/2019,Power Systems,EMC,58232
10/16/2019,Power Systems,Enclosures,768078
10/16/2019,Power Systems,HPS Brazil,158394
10/16/2019,Power Systems,HPS China,22693
10/16/2019,Power Systems,Switching Fusing,408913
10/16/2019,Power Systems,Tools and Equipment,323873
10/16/2019,Power Systems,Total Bushings,414551
10/16/2019,Power Systems,Utility Automation,200084
10/16/2019,Power Systems - Aclara,AMI,571148
10/16/2019,Power Systems - Aclara,Meters,425145
10/17/2019,Commercial & Industrial,ACME,244116
10/17/2019,Commercial & Industrial,Gleason Reel,235545
10/17/2019,Commercial & Industrial,Hipotronics,3747
10/17/2019,Commercial & Industrial,Industrial Controls,268652
10/17/2019,Commercial & Industrial,Raco/TayMac,412635
10/17/2019,Commercial & Industrial,WBP,1604390
10/17/2019,Commercial & Industrial,Wiegmann,218671
10/17/2019,Construction & Energy,Austdac,48259
10/17/2019,Construction & Energy,Burndy - US,721521
10/17/2019,Construction & Energy,CMC,-4275
10/17/2019,Construction & Energy,Continental Industries,317540
10/17/2019,Construction & Energy,GAI-Tronics - UK,86841
10/17/2019,Construction & Energy,GAI-Tronics - US,268158
10/17/2019,Construction & Energy,Hawke - UK,294290
10/17/2019,Construction & Energy,Hubbell Canada,396182
10/17/2019,Construction & Energy,Hubbell Products Mexico,177665
10/17/2019,Construction & Energy,Hubbell Scotland,650519
10/17/2019,Construction & Energy,Killark,292873
10/17/2019,Construction & Energy,Lyall,275400
10/17/2019,Hubbell Lighting,C & I,2023828
10/17/2019,Hubbell Lighting,Residential,904907
10/17/2019,Integrated Solutions,Integrated Solutions,185144
10/17/2019,Power Systems,Aiken - Arresters,293861
10/17/2019,Power Systems,Aiken - Cable Acc,121781
10/17/2019,Power Systems,Aiken - Insulator,585850
10/17/2019,Power Systems,Civil & Construction,1088517
10/17/2019,Power Systems,Connectors,931051
10/17/2019,Power Systems,EMC,51439
10/17/2019,Power Systems,Enclosures,963062
10/17/2019,Power Systems,HPS Brazil,2111
10/17/2019,Power Systems,HPS China,47743
10/17/2019,Power Systems,Switching Fusing,691200
10/17/2019,Power Systems,Tools and Equipment,294011
10/17/2019,Power Systems,Total Bushings,573710
10/17/2019,Power Systems,Utility Automation,109632
10/17/2019,Power Systems - Aclara,AMI,-22263
10/17/2019,Power Systems - Aclara,Meters,1537256
10/18/2019,Commercial & Industrial,ACME,146042
10/18/2019,Commercial & Industrial,Gleason Reel,119266
10/18/2019,Commercial & Industrial,Hipotronics,10052
10/18/2019,Commercial & Industrial,Industrial Controls,158762
10/18/2019,Commercial & Industrial,Raco/TayMac,282161
10/18/2019,Commercial & Industrial,WBP,1703481
10/18/2019,Commercial & Industrial,Wiegmann,197776
10/18/2019,Construction & Energy,Austdac,20017
10/18/2019,Construction & Energy,Burndy - US,1110956
10/18/2019,Construction & Energy,CMC,159699
10/18/2019,Construction & Energy,Continental Industries,218944
10/18/2019,Construction & Energy,GAI-Tronics - UK,118
10/18/2019,Construction & Energy,GAI-Tronics - US,137468
10/18/2019,Construction & Energy,Hawke - UK,328464
10/18/2019,Construction & Energy,Hubbell Canada,445447
10/18/2019,Construction & Energy,Hubbell Products Mexico,119259
10/18/2019,Construction & Energy,Hubbell Scotland,661310
10/18/2019,Construction & Energy,Killark,376119
10/18/2019,Construction & Energy,Lyall,350100
10/18/2019,Hubbell Lighting,C & I,2941039
10/18/2019,Hubbell Lighting,Residential,879981
10/18/2019,Integrated Solutions,Integrated Solutions,4283
10/18/2019,Power Systems,Aiken - Arresters,348373
10/18/2019,Power Systems,Aiken - Cable Acc,264203
10/18/2019,Power Systems,Aiken - Insulator,492738
10/18/2019,Power Systems,Civil & Construction,1250735
10/18/2019,Power Systems,Connectors,779622
10/18/2019,Power Systems,EMC,82805
10/18/2019,Power Systems,Enclosures,563236
10/18/2019,Power Systems,HPS Brazil,6365
10/18/2019,Power Systems,HPS China,26975
10/18/2019,Power Systems,Switching Fusing,839923
10/18/2019,Power Systems,Tools and Equipment,162682
10/18/2019,Power Systems,Total Bushings,318007
10/18/2019,Power Systems,Utility Automation,145300
10/18/2019,Power Systems - Aclara,AMI,139763
10/18/2019,Power Systems - Aclara,Meters,378525
10/21/2019,Commercial & Industrial,ACME,98177
10/21/2019,Commercial & Industrial,Gleason Reel,125650
10/21/2019,Commercial & Industrial,Hipotronics,222855
10/21/2019,Commercial & Industrial,Industrial Controls,92604
10/21/2019,Commercial & Industrial,Raco/TayMac,1071444
10/21/2019,Commercial & Industrial,WBP,935339
10/21/2019,Commercial & Industrial,Wiegmann,128297
10/21/2019,Construction & Energy,Austdac,108025
10/21/2019,Construction & Energy,Burndy - US,1050469
10/21/2019,Construction & Energy,CMC,203558
10/21/2019,Construction & Energy,Continental Industries,151285
10/21/2019,Construction & Energy,GAI-Tronics - UK,122236
10/21/2019,Construction & Energy,GAI-Tronics - US,168119
10/21/2019,Construction & Energy,Hawke - UK,264415
10/21/2019,Construction & Energy,Hubbell Canada,664377
10/21/2019,Construction & Energy,Hubbell Products Mexico,75639
10/21/2019,Construction & Energy,Hubbell Scotland,67388
10/21/2019,Construction & Energy,Killark,313514
10/21/2019,Construction & Energy,Lyall,3021200
10/21/2019,Hubbell Lighting,C & I,2670607
10/21/2019,Hubbell Lighting,Residential,1324161
10/21/2019,Integrated Solutions,Integrated Solutions,146588
10/21/2019,Power Systems,Aiken - Arresters,435878
10/21/2019,Power Systems,Aiken - Cable Acc,280299
10/21/2019,Power Systems,Aiken - Insulator,157948
10/21/2019,Power Systems,Civil & Construction,1142675
10/21/2019,Power Systems,Connectors,611345
10/21/2019,Power Systems,EMC,47189
10/21/2019,Power Systems,Enclosures,580895
10/21/2019,Power Systems,HPS Brazil,36035
10/21/2019,Power Systems,HPS China,9051
10/21/2019,Power Systems,Switching Fusing,693454
10/21/2019,Power Systems,Tools and Equipment,251858
10/21/2019,Power Systems,Total Bushings,482560
10/21/2019,Power Systems,Utility Automation,190478
10/21/2019,Power Systems - Aclara,AMI,155981
10/21/2019,Power Systems - Aclara,Meters,52986
10/22/2019,Commercial & Industrial,ACME,144129
10/22/2019,Commercial & Industrial,Gleason Reel,122516
10/22/2019,Commercial & Industrial,Hipotronics,39347
10/22/2019,Commercial & Industrial,Industrial Controls,-33152
10/22/2019,Commercial & Industrial,Raco/TayMac,1206309
10/22/2019,Commercial & Industrial,WBP,1594581
10/22/2019,Commercial & Industrial,Wiegmann,107977
10/22/2019,Construction & Energy,Austdac,86255
10/22/2019,Construction & Energy,Burndy - US,1483373
10/22/2019,Construction & Energy,CMC,212944
10/22/2019,Construction & Energy,Continental Industries,495191
10/22/2019,Construction & Energy,GAI-Tronics - UK,97187
10/22/2019,Construction & Energy,GAI-Tronics - US,195010
10/22/2019,Construction & Energy,Hawke - UK,17650
10/22/2019,Construction & Energy,Hubbell Canada,349269
10/22/2019,Construction & Energy,Hubbell Products Mexico,79165
10/22/2019,Construction & Energy,Hubbell Scotland,-66829
10/22/2019,Construction & Energy,Killark,356220
10/22/2019,Construction & Energy,Lyall,100400
10/22/2019,Hubbell Lighting,C & I,2405998
10/22/2019,Hubbell Lighting,Residential,793364
10/22/2019,Integrated Solutions,Integrated Solutions,116256
10/22/2019,Power Systems,Aiken - Arresters,223566
10/22/2019,Power Systems,Aiken - Cable Acc,78440
10/22/2019,Power Systems,Aiken - Insulator,99469
10/22/2019,Power Systems,Civil & Construction,787968
10/22/2019,Power Systems,Connectors,906858
10/22/2019,Power Systems,EMC,79199
10/22/2019,Power Systems,Enclosures,1089754
10/22/2019,Power Systems,HPS Brazil,400050
10/22/2019,Power Systems,HPS China,13715
10/22/2019,Power Systems,Switching Fusing,300832
10/22/2019,Power Systems,Tools and Equipment,336144
10/22/2019,Power Systems,Total Bushings,158188
10/22/2019,Power Systems,Utility Automation,164496
10/22/2019,Power Systems - Aclara,AMI,222279
10/22/2019,Power Systems - Aclara,Meters,192289
10/23/2019,Commercial & Industrial,ACME,169379
10/23/2019,Commercial & Industrial,Gleason Reel,127566
10/23/2019,Commercial & Industrial,Hipotronics,46271
10/23/2019,Commercial & Industrial,Industrial Controls,311347
10/23/2019,Commercial & Industrial,Raco/TayMac,742368
10/23/2019,Commercial & Industrial,WBP,2201941
10/23/2019,Commercial & Industrial,Wiegmann,171838
10/23/2019,Construction & Energy,Austdac,52273
10/23/2019,Construction & Energy,Burndy - US,776699
10/23/2019,Construction & Energy,CMC,195221
10/23/2019,Construction & Energy,Continental Industries,862670
10/23/2019,Construction & Energy,GAI-Tronics - UK,23637
10/23/2019,Construction & Energy,GAI-Tronics - US,100203
10/23/2019,Construction & Energy,Hawke - UK,18657
10/23/2019,Construction & Energy,Hubbell Canada,391016
10/23/2019,Construction & Energy,Hubbell Products Mexico,-88080
10/23/2019,Construction & Energy,Hubbell Scotland,316187
10/23/2019,Construction & Energy,Killark,371294
10/23/2019,Construction & Energy,Lyall,139600
10/23/2019,Hubbell Lighting,C & I,2485316
10/23/2019,Hubbell Lighting,Residential,862504
10/23/2019,Integrated Solutions,Integrated Solutions,31985
10/23/2019,Power Systems,Aiken - Arresters,294055
10/23/2019,Power Systems,Aiken - Cable Acc,171884
10/23/2019,Power Systems,Aiken - Insulator,339426
10/23/2019,Power Systems,Civil & Construction,1339045
10/23/2019,Power Systems,Connectors,765135
10/23/2019,Power Systems,EMC,74094
10/23/2019,Power Systems,Enclosures,514659
10/23/2019,Power Systems,HPS Brazil,280837
10/23/2019,Power Systems,HPS China,21345
10/23/2019,Power Systems,Switching Fusing,461946
10/23/2019,Power Systems,Tools and Equipment,370917
10/23/2019,Power Systems,Total Bushings,185336
10/23/2019,Power Systems,Utility Automation,197153
10/23/2019,Power Systems - Aclara,AMI,133709
10/23/2019,Power Systems - Aclara,Meters,362430
10/24/2019,Commercial & Industrial,ACME,110265
10/24/2019,Commercial & Industrial,Gleason Reel,159183
10/24/2019,Commercial & Industrial,Hipotronics,8408
10/24/2019,Commercial & Industrial,Industrial Controls,246461
10/24/2019,Commercial & Industrial,Raco/TayMac,585646
10/24/2019,Commercial & Industrial,WBP,1713672
10/24/2019,Commercial & Industrial,Wiegmann,218641
10/24/2019,Construction & Energy,Austdac,81837
10/24/2019,Construction & Energy,Burndy - US,1373275
10/24/2019,Construction & Energy,CMC,242235
10/24/2019,Construction & Energy,Continental Industries,162140
10/24/2019,Construction & Energy,GAI-Tronics - UK,67411
10/24/2019,Construction & Energy,GAI-Tronics - US,93627
10/24/2019,Construction & Energy,Hawke - UK,81958
10/24/2019,Construction & Energy,Hubbell Canada,519735
10/24/2019,Construction & Energy,Hubbell Products Mexico,506550
10/24/2019,Construction & Energy,Hubbell Scotland,17536
10/24/2019,Construction & Energy,Killark,457629
10/24/2019,Construction & Energy,Lyall,255000
10/24/2019,Hubbell Lighting,C & I,2595433
10/24/2019,Hubbell Lighting,Residential,706632
10/24/2019,Integrated Solutions,Integrated Solutions,63610
10/24/2019,Power Systems,Aiken - Arresters,577147
10/24/2019,Power Systems,Aiken - Cable Acc,121238
10/24/2019,Power Systems,Aiken - Insulator,103875
10/24/2019,Power Systems,Civil & Construction,1429415
10/24/2019,Power Systems,Connectors,1345564
10/24/2019,Power Systems,EMC,74074
10/24/2019,Power Systems,Enclosures,4670078
10/24/2019,Power Systems,HPS Brazil,73764
10/24/2019,Power Systems,HPS China,29967
10/24/2019,Power Systems,Switching Fusing,504882
10/24/2019,Power Systems,Tools and Equipment,327523
10/24/2019,Power Systems,Total Bushings,178513
10/24/2019,Power Systems,Utility Automation,203548
10/24/2019,Power Systems - Aclara,AMI,-124272
10/24/2019,Power Systems - Aclara,Meters,31565
10/25/2019,Commercial & Industrial,ACME,118391
10/25/2019,Commercial & Industrial,Gleason Reel,125803
10/25/2019,Commercial & Industrial,Hipotronics,23731
10/25/2019,Commercial & Industrial,Industrial Controls,157768
10/25/2019,Commercial & Industrial,Raco/TayMac,653819
10/25/2019,Commercial & Industrial,WBP,1594733
10/25/2019,Commercial & Industrial,Wiegmann,128096
10/25/2019,Construction & Energy,Austdac,29492
10/25/2019,Construction & Energy,Burndy - US,754864
