Calendar Day,Group,Profit Center Group,Gross Order $
01/13/2019,Power Systems,Cutouts  Porcelain,238077.76
01/13/2019,Power Systems,Dist Automation,443515.76
01/13/2019,Power Systems,Distribution Arresters,775310.46
01/13/2019,Power Systems,Distribution Connectors,1971527.69
01/13/2019,Power Systems,Distribution Insulators,122245.74
01/13/2019,Power Systems,Drain,39585.96
01/13/2019,Power Systems,Electro Composites,143703.27
01/13/2019,Power Systems,Fiber & Cable Accessories,70741.1
01/13/2019,Power Systems,Fiber Splice Products,16026.39
01/13/2019,Power Systems,Fiberglass Construction,222628.18
01/13/2019,Power Systems,Fuse Links,106419.31
01/13/2019,Power Systems,Gloves,45304.36
01/13/2019,Power Systems,HotBox,115627.51
01/13/2019,Power Systems,HPS Shanghai,65201.87
01/13/2019,Power Systems,Longbow,42609.22
01/13/2019,Power Systems,OVHD Switches,327123.51
01/13/2019,Power Systems,PCORE,812979.3
01/13/2019,Power Systems,PenCell,493313.34
01/13/2019,Power Systems,Pole Line Hardware,1255819.57
01/13/2019,Power Systems,Power Load,222956.58
01/13/2019,Power Systems,Resale,207403.52
01/13/2019,Power Systems,Reuel,81849.92
01/13/2019,Power Systems,Sub Automation,258924.51
01/13/2019,Power Systems,Substation Connectors,492819.97
01/13/2019,Power Systems,Substation HC Arresters,152399.82
01/13/2019,Power Systems,Substation SC Arresters,375497.98
01/13/2019,Power Systems,Substation Switches,472843.8
01/13/2019,Power Systems,Traditional Tools,668433.54
01/13/2019,Power Systems,Transmission Arresters,16480.26
01/13/2019,Power Systems,Transmission Connectors,2275643.14
01/13/2019,Power Systems,Transmission Insulators,312252.08
01/13/2019,Power Systems,Turner Electric,287914.49
01/13/2019,Power Systems,Under Ground,1958771.16
01/13/2019,Power Systems,URD Accessories,358332.01
01/13/2019,Power Systems,URD Arresters,142914.61
01/13/2019,Power Systems,Utility Anchors,1303995.09
01/20/2019,Commercial & Industrial,ACME,889891.61
01/20/2019,Commercial & Industrial,Bryant Electric,266062.95
01/20/2019,Commercial & Industrial,Gleason Reel,581693.56
01/20/2019,Commercial & Industrial,Hipotronics,94978.97
01/20/2019,Commercial & Industrial,ICD,1557017.35
01/20/2019,Commercial & Industrial,Premise Wiring,1061428.34
01/20/2019,Commercial & Industrial,RACO,5061061.42
01/20/2019,Commercial & Industrial,WDK,8168981.37
01/20/2019,Commercial & Industrial,Wiegmann,912111.48
01/20/2019,Construction & Energy,Burndy - MX,544092.81
01/20/2019,Construction & Energy,Burndy - US,5403681.46
01/20/2019,Construction & Energy,CMC,1701839.78
01/20/2019,Construction & Energy,Continental Industries,1820801.59
01/20/2019,Construction & Energy,GAI-Tronics - US,572266.87
01/20/2019,Construction & Energy,Gai-Tronics Italy,0
01/20/2019,Construction & Energy,GAI-Tronics UK,203585.39
01/20/2019,Construction & Energy,Hawke - UK,110611.05
01/20/2019,Construction & Energy,Hawke - US,125088.63
01/20/2019,Construction & Energy,Hubbell Canada,2007507.79
01/20/2019,Construction & Energy,Hubbell Scotland,321677.58
01/20/2019,Construction & Energy,Killark,1665541.77
01/20/2019,Construction & Energy,RigPower Connectors,-16172.38
01/20/2019,Hubbell Lighting,AAL,265462.3
01/20/2019,Hubbell Lighting,Alera,46926.35
01/20/2019,Hubbell Lighting,Beacon,1175185.44
01/20/2019,Hubbell Lighting,Columbia,3417786.94
01/20/2019,Hubbell Lighting,Dual-Lite,1354093.38
01/20/2019,Hubbell Lighting,Hubbell Control Solutions,630476.68
01/20/2019,Hubbell Lighting,Industrial Lighting,345848.73
01/20/2019,Hubbell Lighting,Kim,791912.96
01/20/2019,Hubbell Lighting,Kurt Versen,146232.17
01/20/2019,Hubbell Lighting,Litecontrol,1142390.61
01/20/2019,Hubbell Lighting,Norlux,318300.88
01/20/2019,Hubbell Lighting,Outdoor,1188053.11
01/20/2019,Hubbell Lighting,Prescolite,1072186.23
01/20/2019,Hubbell Lighting,Progress Lighting,4183535.81
01/20/2019,Hubbell Lighting,Security Lighting,206440.63
01/20/2019,Hubbell Lighting,Thomas,445191.91
01/20/2019,Integrated Solutions,iDevices,-18129.86
01/20/2019,Power Systems,Above Ground,179534.54
01/20/2019,Power Systems,Blocks,0
01/20/2019,Power Systems,Civil,672642.85
01/20/2019,Power Systems,Cutouts  Polymer,3575806.53
01/20/2019,Power Systems,Cutouts  Porcelain,368566.65
01/20/2019,Power Systems,Dist Automation,1198963.73
01/20/2019,Power Systems,Distribution Arresters,989368.52
01/20/2019,Power Systems,Distribution Connectors,3760351.08
01/20/2019,Power Systems,Distribution Insulators,366496.22
01/20/2019,Power Systems,Drain,57744.88
01/20/2019,Power Systems,Electro Composites,165692.02
01/20/2019,Power Systems,Fiber & Cable Accessories,40911.34
01/20/2019,Power Systems,Fiber Splice Products,16824.01
01/20/2019,Power Systems,Fiberglass Construction,343620.64
01/20/2019,Power Systems,Fuse Links,134272.29
01/20/2019,Power Systems,Gloves,111553.41
01/20/2019,Power Systems,HotBox,158448.84
01/20/2019,Power Systems,HPS Shanghai,174996.39
01/20/2019,Power Systems,Longbow,263978.86
01/20/2019,Power Systems,OVHD Switches,447892.89
01/20/2019,Power Systems,PCORE,971787
01/20/2019,Power Systems,PenCell,464804.85
01/20/2019,Power Systems,Pole Line Hardware,1914928.79
01/20/2019,Power Systems,Power Load,64270.66
01/20/2019,Power Systems,Resale,377631.73
01/20/2019,Power Systems,Reuel,57267.31
01/20/2019,Power Systems,Sub Automation,98138.52
01/20/2019,Power Systems,Substation Connectors,436244.69
01/20/2019,Power Systems,Substation HC Arresters,204329.16
01/20/2019,Power Systems,Substation SC Arresters,228189.9
01/20/2019,Power Systems,Substation Switches,663353.88
01/20/2019,Power Systems,Traditional Tools,765115.47
01/20/2019,Power Systems,Transmission Arresters,16362.49
01/20/2019,Power Systems,Transmission Connectors,1356618.71
01/20/2019,Power Systems,Transmission Insulators,992985.02
01/20/2019,Power Systems,Turner Electric,255426.16
01/20/2019,Power Systems,Under Ground,2506325.59
01/20/2019,Power Systems,URD Accessories,413492.65
01/20/2019,Power Systems,URD Arresters,199502.5
01/20/2019,Power Systems,Utility Anchors,1047629.54
01/27/2019,Commercial & Industrial,ACME,641249.15
01/27/2019,Commercial & Industrial,Bryant Electric,268354.98
01/27/2019,Commercial & Industrial,Gleason Reel,713949.93
01/27/2019,Commercial & Industrial,Hipotronics,455868.17
01/27/2019,Commercial & Industrial,ICD,1050203.02
01/27/2019,Commercial & Industrial,Premise Wiring,978974.86
01/27/2019,Commercial & Industrial,RACO,3957032.7
01/27/2019,Commercial & Industrial,WDK,7562130.33
01/27/2019,Commercial & Industrial,Wiegmann,759070.06
01/27/2019,Construction & Energy,Burndy - MX,468862.44
01/27/2019,Construction & Energy,Burndy - US,5140965.03
01/27/2019,Construction & Energy,CMC,1413051.96
01/27/2019,Construction & Energy,Continental Industries,1997918.28
01/27/2019,Construction & Energy,GAI-Tronics - US,823369.37
01/27/2019,Construction & Energy,Gai-Tronics Italy,0
01/27/2019,Construction & Energy,GAI-Tronics UK,434245.96
01/27/2019,Construction & Energy,Hawke - UK,285734.73
01/27/2019,Construction & Energy,Hawke - US,106151.68
01/27/2019,Construction & Energy,Hubbell Canada,2530699.4
01/27/2019,Construction & Energy,Hubbell Scotland,789271.29
01/27/2019,Construction & Energy,Killark,1804861.74
01/27/2019,Construction & Energy,RigPower Connectors,32266.84
01/27/2019,Hubbell Lighting,AAL,276454.08
01/27/2019,Hubbell Lighting,Alera,69141.58
01/27/2019,Hubbell Lighting,Beacon,699485.87
01/27/2019,Hubbell Lighting,Columbia,3565139.17
01/27/2019,Hubbell Lighting,Dual-Lite,1359995.62
01/27/2019,Hubbell Lighting,Hubbell Control Solutions,704414.05
01/27/2019,Hubbell Lighting,Industrial Lighting,149733.31
01/27/2019,Hubbell Lighting,Kim,1031115.83
01/27/2019,Hubbell Lighting,Kurt Versen,78654.2
01/27/2019,Hubbell Lighting,Litecontrol,625643.67
01/27/2019,Hubbell Lighting,Norlux,776621.94
01/27/2019,Hubbell Lighting,Outdoor,1135743.97
01/27/2019,Hubbell Lighting,Prescolite,894697.1
01/27/2019,Hubbell Lighting,Progress Lighting,5018271.96
01/27/2019,Hubbell Lighting,Security Lighting,359137.45
01/27/2019,Hubbell Lighting,Thomas,177589.8
01/27/2019,Integrated Solutions,iDevices,1097.9
01/27/2019,Power Systems,Above Ground,250021.68
01/27/2019,Power Systems,Blocks,0
01/27/2019,Power Systems,Civil,1217912.52
01/27/2019,Power Systems,Cutouts  Polymer,689122.88
01/27/2019,Power Systems,Cutouts  Porcelain,228435.53
01/27/2019,Power Systems,Dist Automation,761454.77
01/27/2019,Power Systems,Distribution Arresters,903408.32
01/27/2019,Power Systems,Distribution Connectors,1403380.33
01/27/2019,Power Systems,Distribution Insulators,221644.98
01/27/2019,Power Systems,Drain,58687.49
01/27/2019,Power Systems,Electro Composites,155165.12
01/27/2019,Power Systems,Fiber & Cable Accessories,373964.97
01/27/2019,Power Systems,Fiber Splice Products,43955.38
01/27/2019,Power Systems,Fiberglass Construction,262935.22
01/27/2019,Power Systems,Fuse Links,89097.04
01/27/2019,Power Systems,Gloves,116114.8
01/27/2019,Power Systems,HotBox,120846.32
01/27/2019,Power Systems,HPS Shanghai,23095.1
01/27/2019,Power Systems,Longbow,316066.54
01/27/2019,Power Systems,OVHD Switches,1152872.65
01/27/2019,Power Systems,PCORE,1055236
01/27/2019,Power Systems,PenCell,885308.72
01/27/2019,Power Systems,Pole Line Hardware,1366342.76
01/27/2019,Power Systems,Power Load,136661.97
01/27/2019,Power Systems,Resale,338128.97
01/27/2019,Power Systems,Reuel,52185.94
01/27/2019,Power Systems,Sub Automation,374212.27
01/27/2019,Power Systems,Substation Connectors,406665.23
01/27/2019,Power Systems,Substation HC Arresters,138965.09
01/27/2019,Power Systems,Substation SC Arresters,266129.58
01/27/2019,Power Systems,Substation Switches,512887.35
01/27/2019,Power Systems,Traditional Tools,681883.48
01/27/2019,Power Systems,Transmission Arresters,53910.86
01/27/2019,Power Systems,Transmission Connectors,1019041.98
01/27/2019,Power Systems,Transmission Insulators,1096110.9
01/27/2019,Power Systems,Turner Electric,363675.22
01/27/2019,Power Systems,Under Ground,2034059.75
01/27/2019,Power Systems,URD Accessories,328032.22
01/27/2019,Power Systems,URD Arresters,70824.53
01/27/2019,Power Systems,Utility Anchors,1115189.11
02/03/2019,Commercial & Industrial,ACME,941271.28
02/03/2019,Commercial & Industrial,Bryant Electric,348869.77
02/03/2019,Commercial & Industrial,Gleason Reel,635802.22
02/03/2019,Commercial & Industrial,Hipotronics,226995.21
02/03/2019,Commercial & Industrial,ICD,2016328.49
02/03/2019,Commercial & Industrial,Premise Wiring,1259745.58
02/03/2019,Commercial & Industrial,RACO,4366300.05
02/03/2019,Commercial & Industrial,WDK,10532549.81
02/03/2019,Commercial & Industrial,Wiegmann,1015912.11
02/03/2019,Construction & Energy,Burndy - MX,883802.45
02/03/2019,Construction & Energy,Burndy - US,5735048.24
02/03/2019,Construction & Energy,CMC,2168188.39
02/03/2019,Construction & Energy,Continental Industries,1361569.39
02/03/2019,Construction & Energy,GAI-Tronics - US,871342.64
02/03/2019,Construction & Energy,Gai-Tronics Italy,0
02/03/2019,Construction & Energy,GAI-Tronics UK,272738.18
02/03/2019,Construction & Energy,Hawke - UK,202245.56
02/03/2019,Construction & Energy,Hawke - US,202270.17
02/03/2019,Construction & Energy,Hubbell Canada,2666823.48
02/03/2019,Construction & Energy,Hubbell Scotland,594670.15
02/03/2019,Construction & Energy,Killark,1430806.61
02/03/2019,Construction & Energy,RigPower Connectors,40390.34
02/03/2019,Hubbell Lighting,AAL,315505.27
02/03/2019,Hubbell Lighting,Alera,131499.99
02/03/2019,Hubbell Lighting,Beacon,1207441.16
02/03/2019,Hubbell Lighting,Columbia,4408482.17
02/03/2019,Hubbell Lighting,Dual-Lite,1417335.35
02/03/2019,Hubbell Lighting,Hubbell Control Solutions,547617.86
02/03/2019,Hubbell Lighting,Industrial Lighting,232690.37
02/03/2019,Hubbell Lighting,Kim,739110.16
02/03/2019,Hubbell Lighting,Kurt Versen,71373.98
02/03/2019,Hubbell Lighting,Litecontrol,720029.18
02/03/2019,Hubbell Lighting,Norlux,-2380.82
02/03/2019,Hubbell Lighting,Outdoor,1452711.57
02/03/2019,Hubbell Lighting,Prescolite,830071.67
02/03/2019,Hubbell Lighting,Progress Lighting,4475714.44
02/03/2019,Hubbell Lighting,Security Lighting,177794.49
02/03/2019,Hubbell Lighting,Thomas,242720.24
02/03/2019,Integrated Solutions,iDevices,14311.85
02/03/2019,Power Systems,Above Ground,242298.12
02/03/2019,Power Systems,Blocks,7740
02/03/2019,Power Systems,Civil,525195.83
02/03/2019,Power Systems,Cutouts  Polymer,1231890.41
02/03/2019,Power Systems,Cutouts  Porcelain,242046.07
02/03/2019,Power Systems,Dist Automation,852277.81
02/03/2019,Power Systems,Distribution Arresters,1012521.74
02/03/2019,Power Systems,Distribution Connectors,1822112.02
02/03/2019,Power Systems,Distribution Insulators,253228.76
02/03/2019,Power Systems,Drain,19891.99
02/03/2019,Power Systems,Electro Composites,57237
02/03/2019,Power Systems,Fiber & Cable Accessories,88494.53
02/03/2019,Power Systems,Fiber Splice Products,43571.93
02/03/2019,Power Systems,Fiberglass Construction,982632.07
02/03/2019,Power Systems,Fuse Links,56488.7
02/03/2019,Power Systems,Gloves,105381.68
02/03/2019,Power Systems,HotBox,152889.67
02/03/2019,Power Systems,HPS Shanghai,319319.61
02/03/2019,Power Systems,Longbow,132103.88
02/03/2019,Power Systems,OVHD Switches,576727.73
02/03/2019,Power Systems,PCORE,935628
02/03/2019,Power Systems,PenCell,458521.87
02/03/2019,Power Systems,Pole Line Hardware,1635297.87
02/03/2019,Power Systems,Power Load,91789.8
02/03/2019,Power Systems,Resale,319721.93
02/03/2019,Power Systems,Reuel,190638.46
02/03/2019,Power Systems,Sub Automation,600447.96
02/03/2019,Power Systems,Substation Connectors,432856.99
02/03/2019,Power Systems,Substation HC Arresters,594797.11
02/03/2019,Power Systems,Substation SC Arresters,402439.6
02/03/2019,Power Systems,Substation Switches,779927.27
02/03/2019,Power Systems,Traditional Tools,1131482.15
02/03/2019,Power Systems,Transmission Arresters,28283.18
02/03/2019,Power Systems,Transmission Connectors,1785985.1
02/03/2019,Power Systems,Transmission Insulators,1175292.77
02/03/2019,Power Systems,Turner Electric,370194.2
02/03/2019,Power Systems,Under Ground,2343222.62
02/03/2019,Power Systems,URD Accessories,547508.43
02/03/2019,Power Systems,URD Arresters,56996.62
02/03/2019,Power Systems,Utility Anchors,1347310.1
02/10/2019,Commercial & Industrial,ACME,678942.83
02/10/2019,Commercial & Industrial,Bryant Electric,376707.48
02/10/2019,Commercial & Industrial,Gleason Reel,954727.1
02/10/2019,Commercial & Industrial,Hipotronics,271724.55
02/10/2019,Commercial & Industrial,ICD,982858.32
02/10/2019,Commercial & Industrial,Premise Wiring,1287125.96
02/10/2019,Commercial & Industrial,RACO,5108120.19
02/10/2019,Commercial & Industrial,WDK,8570056.55
02/10/2019,Commercial & Industrial,Wiegmann,906224.81
02/10/2019,Construction & Energy,Burndy - MX,367504.06
02/10/2019,Construction & Energy,Burndy - US,6373498.91
02/10/2019,Construction & Energy,CMC,1517737.54
02/10/2019,Construction & Energy,Continental Industries,1411424.77
02/10/2019,Construction & Energy,GAI-Tronics - US,625302.95
02/10/2019,Construction & Energy,Gai-Tronics Italy,0
02/10/2019,Construction & Energy,GAI-Tronics UK,246682.92
02/10/2019,Construction & Energy,Hawke - UK,485939.26
02/10/2019,Construction & Energy,Hawke - US,168134.78
02/10/2019,Construction & Energy,Hubbell Canada,2546802.23
02/10/2019,Construction & Energy,Hubbell Scotland,503865.22
02/10/2019,Construction & Energy,Killark,1593915.39
02/10/2019,Construction & Energy,RigPower Connectors,5960.24
02/10/2019,Hubbell Lighting,AAL,561809.63
02/10/2019,Hubbell Lighting,Alera,90475.38
02/10/2019,Hubbell Lighting,Beacon,807253.48
02/10/2019,Hubbell Lighting,Columbia,3398775.89
02/10/2019,Hubbell Lighting,Dual-Lite,1971882.02
02/10/2019,Hubbell Lighting,Hubbell Control Solutions,1035260.41
02/10/2019,Hubbell Lighting,Industrial Lighting,407882.69
02/10/2019,Hubbell Lighting,Kim,2016635.69
02/10/2019,Hubbell Lighting,Kurt Versen,235716.01
02/10/2019,Hubbell Lighting,Litecontrol,853644.74
02/10/2019,Hubbell Lighting,Norlux,176925.72
02/10/2019,Hubbell Lighting,Outdoor,1251805.24
02/10/2019,Hubbell Lighting,Prescolite,1004633.42
02/10/2019,Hubbell Lighting,Progress Lighting,4811908.17
02/10/2019,Hubbell Lighting,Security Lighting,215696.01
02/10/2019,Hubbell Lighting,Thomas,228464.81
02/10/2019,Integrated Solutions,iDevices,0
02/10/2019,Power Systems,Above Ground,64818.22
02/10/2019,Power Systems,Blocks,0
02/10/2019,Power Systems,Civil,581946.96
02/10/2019,Power Systems,Cutouts  Polymer,498360.05
02/10/2019,Power Systems,Cutouts  Porcelain,439258.6
02/10/2019,Power Systems,Dist Automation,855113.73
02/10/2019,Power Systems,Distribution Arresters,950159.89
02/10/2019,Power Systems,Distribution Connectors,1545521.86
02/10/2019,Power Systems,Distribution Insulators,255808.66
02/10/2019,Power Systems,Drain,98482.88
02/10/2019,Power Systems,Electro Composites,81375.99
02/10/2019,Power Systems,Fiber & Cable Accessories,195987.67
02/10/2019,Power Systems,Fiber Splice Products,36460.02
02/10/2019,Power Systems,Fiberglass Construction,419581.89
02/10/2019,Power Systems,Fuse Links,104223.82
02/10/2019,Power Systems,Gloves,86381.57
02/10/2019,Power Systems,HotBox,121495.84
02/10/2019,Power Systems,HPS Shanghai,0
02/10/2019,Power Systems,Longbow,0
02/10/2019,Power Systems,OVHD Switches,829350.14
02/10/2019,Power Systems,PCORE,688910
02/10/2019,Power Systems,PenCell,863622.32
02/10/2019,Power Systems,Pole Line Hardware,1728218.78
02/10/2019,Power Systems,Power Load,390439.97
02/10/2019,Power Systems,Resale,317246.13
02/10/2019,Power Systems,Reuel,16150.98
02/10/2019,Power Systems,Sub Automation,279862.69
02/10/2019,Power Systems,Substation Connectors,412115.13
